Country,Region,Income_Level,Year,TB_Cases,TB_Deaths,TB_Incidence_Rate,TB_Mortality_Rate,TB_Treatment_Success_Rate,Drug_Resistant_TB_Cases,HIV_CoInfected_TB_Cases,Population,GDP_Per_Capita,Health_Expenditure_Per_Capita,Urban_Population_Percentage,Malnutrition_Prevalence,Smoking_Prevalence,TB_Doctors_Per_100K,TB_Hospitals_Per_Million,Access_To_Health_Services,BCG_Vaccination_Coverage,HIV_Testing_Coverage
Pakistan,Africa,High,2023,522,3009,475.17,16.52,72.82,1385,4340,147549435,53400,5293,72.21,43.14,7.04,5.07,14.92,43.66,89.92,33.03
India,Europe,Upper-Middle,2002,1628,1908,15.5,44.93,60.47,3679,6480,113176658,26045,8467,39.77,31.93,9.18,3.76,8.07,98.87,98.13,82.07
Nigeria,South America,Upper-Middle,2019,14486,3699,108.71,2.57,67.73,2400,7087,435315918,16627,6805,62.04,46.75,16.1,9.69,12.78,71.63,62.32,73.32
Brazil,Africa,Low,2009,32822,3147,496.95,2.37,74.19,3272,4771,1283566295,5532,6517,29.9,40.23,34.14,9.41,4.16,83.39,55.22,63.29
Pakistan,Africa,Lower-Middle,2000,49429,3562,251.48,30.39,58.61,4648,5229,17215376,39694,4027,28.19,31.79,21.53,9.53,19.72,87.35,69.39,23.32
Russia,North America,Upper-Middle,2019,16660,4910,290.7,40.04,61.55,2876,7011,654240507,37277,1933,64.7,45.78,22.63,2.29,16.02,76.74,57.03,63.56
USA,Africa,Lower-Middle,2010,10308,9462,91.55,37.83,55.62,1069,1397,1327705103,15595,590,79.58,32.02,13.02,7.31,15.88,79.29,90.88,63.47
Pakistan,Asia,Lower-Middle,2011,30112,8883,448.22,4.89,82.1,766,651,1358675395,22207,8887,24.71,28.45,27.69,9.46,3.49,74.26,74.56,50.74
Pakistan,South America,Upper-Middle,2013,22225,773,123.32,47.56,66.27,3505,5622,784393968,57929,5135,27.42,21.03,36.07,5.75,0.85,75.46,80.38,66.04
Brazil,Asia,High,2024,7498,787,102.93,35.45,59.91,197,7220,867284400,22327,4851,59.59,44.73,16.53,2.22,11.91,94.99,57.38,80.05
Brazil,South America,Low,2007,40450,1349,121.78,47.51,72.83,2391,584,988212190,31120,4776,35.27,10.52,26.67,8.2,3.31,43.0,86.73,73.06
Nigeria,North America,Lower-Middle,2010,23918,3530,460.61,17.13,53.07,4588,9923,342897793,6807,7072,62.83,26.31,16.62,8.81,15.72,49.23,97.71,53.14
China,Africa,High,2003,18540,389,354.39,35.0,91.55,2724,9220,652059509,36396,1738,35.02,29.18,32.75,7.06,8.61,36.53,73.64,38.36
Pakistan,Africa,Upper-Middle,2006,21057,202,386.61,43.14,63.25,305,7806,358516289,37569,9096,28.15,29.96,21.62,3.01,7.1,88.61,97.16,53.45
South Africa,Africa,Lower-Middle,2009,22325,5734,194.75,19.64,89.89,3543,8601,247092092,6527,6684,58.19,34.34,16.88,1.99,1.94,61.41,51.7,86.22
Pakistan,South America,Lower-Middle,2018,9498,9663,455.5,48.28,72.39,4150,4700,936843598,48928,454,80.35,27.76,19.7,6.28,19.92,93.5,51.75,77.4
Nigeria,Africa,Lower-Middle,2024,36580,3101,396.81,13.98,88.26,4052,1466,97331260,45513,3393,67.96,16.56,8.19,4.88,19.14,58.82,97.04,21.89
Indonesia,Asia,High,2003,46597,476,377.79,16.47,61.12,2052,1605,1131935291,55061,7861,77.31,43.56,35.31,6.72,3.07,60.98,84.31,74.81
India,Africa,High,2001,16302,7196,485.76,46.1,57.89,4280,8318,1300652975,48648,7068,38.64,34.59,38.53,1.21,6.99,61.38,59.25,31.94
USA,North America,High,2020,11667,8175,189.44,48.51,88.22,3061,7996,826365034,17830,8761,82.02,43.62,21.71,1.45,8.12,72.87,67.83,59.98
China,Asia,Lower-Middle,2017,35592,6397,309.38,14.97,59.58,1810,8584,4509159,52860,1457,46.39,17.42,12.75,3.69,6.29,83.63,74.88,76.46
Russia,Africa,Lower-Middle,2013,42907,9377,455.87,7.68,83.58,3914,2139,721409055,59837,9062,79.67,33.67,28.26,2.66,18.72,54.59,84.43,59.29
Russia,Africa,Low,2015,13838,2422,397.54,38.19,65.51,3791,841,72035860,3940,7080,52.98,37.14,20.83,6.23,14.57,74.11,91.26,48.27
Russia,Europe,Low,2021,11253,8176,286.06,46.55,83.67,2271,4978,711637341,2045,7409,38.75,22.25,13.83,3.74,19.14,44.28,54.05,42.49
Brazil,South America,High,2010,6484,999,47.34,30.43,90.84,1532,3491,156970622,46112,4580,38.22,41.55,6.35,6.87,17.55,68.78,82.17,41.36
Russia,Asia,High,2009,19395,7745,329.83,32.09,94.17,4863,2127,1317642071,53159,7978,59.74,5.11,36.14,7.71,15.21,68.26,73.36,78.62
USA,Europe,Upper-Middle,2016,48410,1423,268.01,38.38,66.19,1430,4492,428287467,31980,4117,25.53,31.77,32.89,1.95,14.09,92.21,79.28,77.75
India,North America,High,2013,44331,7132,100.25,8.5,66.54,4602,2016,749326925,33297,6256,85.1,32.61,34.02,9.21,17.39,92.71,74.92,77.64
Russia,South America,Low,2021,862,9198,442.3,48.7,94.16,114,8498,332266075,42931,2231,39.0,29.02,20.39,7.89,13.84,64.1,72.08,39.79
Pakistan,Asia,Low,2003,3954,9943,178.19,18.85,88.77,3633,6770,165671629,31444,3282,43.49,33.35,31.36,6.31,4.18,31.72,60.07,75.92
Pakistan,Africa,Low,2018,21504,2532,199.87,31.78,52.03,488,8920,269423095,51061,8666,36.33,12.53,25.34,9.1,13.14,89.12,73.14,22.56
Brazil,Asia,Lower-Middle,2001,36523,7643,339.48,23.96,75.81,702,5704,756687201,28836,1601,20.21,35.82,18.12,2.73,10.54,30.04,59.29,34.45
USA,Africa,Lower-Middle,2006,18101,9545,249.51,23.94,58.16,3048,6072,1399015734,36947,407,68.48,20.11,34.5,4.27,19.65,63.48,52.19,56.02
India,South America,High,2008,5849,420,53.75,35.43,94.73,2979,3089,616469528,15264,1644,61.34,25.34,39.96,0.95,10.44,31.39,68.32,48.47
China,Africa,Upper-Middle,2018,40463,7887,199.85,49.74,56.25,203,5288,891729995,58372,5178,76.68,19.99,36.47,4.62,1.25,54.68,51.22,27.83
Nigeria,North America,Upper-Middle,2015,10547,2346,56.29,33.29,75.17,1499,20,697165559,22031,9252,22.87,26.33,32.17,5.11,5.65,74.57,77.56,22.92
India,Africa,Upper-Middle,2021,8250,7084,103.47,39.91,79.93,68,4890,663664552,625,8438,85.01,32.97,31.16,6.2,18.39,55.98,53.55,62.78
Nigeria,North America,Lower-Middle,2024,29893,6374,13.52,2.35,92.17,1896,420,91814867,38176,9275,43.16,42.73,27.76,0.73,19.27,94.88,71.44,41.94
Indonesia,South America,Low,2015,22963,7192,98.84,40.71,88.13,3619,608,1248591151,28932,9103,83.91,26.75,34.88,0.42,14.71,74.85,98.03,21.12
Nigeria,South America,Low,2017,9899,7078,171.92,15.7,61.06,4583,833,1113635305,7142,398,27.5,19.55,22.26,4.26,1.61,75.25,50.48,50.16
South Africa,Asia,Lower-Middle,2022,14186,6529,273.73,7.21,75.77,2590,7886,754722190,52910,1708,72.07,26.96,11.36,1.97,0.96,56.21,67.98,41.47
Pakistan,North America,Upper-Middle,2020,41303,4195,460.45,6.55,92.91,1978,5227,713124792,42113,8816,60.56,36.0,31.88,7.61,9.85,32.7,82.99,60.36
USA,North America,Upper-Middle,2020,34775,4071,274.76,34.31,83.11,4697,7096,1346256515,32615,1869,45.07,20.6,37.18,6.72,19.99,81.67,57.79,85.09
Bangladesh,Europe,High,2010,23287,2414,355.75,49.88,80.98,4944,322,913163286,25025,6521,25.54,23.64,16.95,3.33,17.45,80.14,77.48,41.55
Brazil,Europe,High,2006,15276,5280,185.26,33.64,83.97,4063,6681,292254085,46916,5931,62.33,30.33,32.4,0.55,18.7,67.11,62.65,89.8
South Africa,Europe,Upper-Middle,2008,30027,6020,378.3,13.86,64.51,4654,6710,541381915,42200,6705,21.85,18.23,14.58,1.91,12.66,59.14,60.92,26.02
Nigeria,Africa,Lower-Middle,2003,39851,9004,314.03,10.96,82.82,3095,2502,800904715,51913,9172,55.09,14.41,37.99,6.95,17.25,67.68,93.85,26.18
Russia,Europe,Upper-Middle,2024,37195,7350,235.3,26.77,60.48,230,240,258919922,41221,4058,62.29,11.32,28.92,9.9,6.73,82.28,59.96,69.91
USA,North America,High,2012,16297,6805,104.95,4.19,69.26,885,3750,176819833,25366,6093,71.28,20.87,24.92,3.33,1.03,79.89,68.45,72.4
South Africa,Africa,Upper-Middle,2024,37499,1054,158.74,20.57,90.05,3472,53,236798421,11683,533,89.39,7.18,32.3,8.04,18.41,76.07,58.31,49.6
Brazil,South America,Lower-Middle,2003,5802,7107,314.26,33.65,50.85,2735,7542,313465431,31590,3962,38.21,31.26,33.46,8.68,4.76,93.26,63.91,40.02
Pakistan,Asia,Low,2018,38559,3805,218.77,48.42,68.64,1206,8102,446918014,11269,407,42.57,12.92,36.23,0.58,14.71,72.69,64.36,75.58
USA,Europe,Lower-Middle,2001,1408,2896,445.8,21.86,62.01,2719,7288,575516667,11431,8495,43.88,21.98,36.54,9.17,13.35,31.02,66.01,86.94
Brazil,South America,Lower-Middle,2008,15623,6312,125.07,10.81,58.94,2741,3467,894510679,18577,9076,71.21,17.12,6.84,4.72,3.58,73.26,81.41,89.29
Indonesia,North America,High,2011,13377,8591,45.81,41.05,87.74,345,5394,1144926369,39155,1240,85.23,33.37,9.3,9.65,4.32,72.88,86.39,64.41
Indonesia,Asia,Lower-Middle,2001,14739,3014,298.78,37.47,81.34,234,5625,144152366,54296,9945,88.2,43.27,33.91,5.43,6.92,34.87,75.02,71.81
Brazil,South America,Lower-Middle,2005,21935,8928,444.16,43.13,55.07,3951,5516,97239898,26395,4614,86.21,33.5,38.11,2.43,15.26,59.94,79.91,77.56
South Africa,Asia,High,2004,27813,4687,188.72,11.52,72.25,4293,3005,814473209,3321,6029,81.56,29.41,15.77,9.75,1.27,75.58,89.85,75.92
USA,Europe,High,2004,35854,2805,327.38,20.84,71.01,1257,3648,233732764,53314,8734,89.37,35.11,5.3,2.51,8.44,79.32,98.98,89.54
South Africa,North America,Low,2019,42603,3674,123.39,49.1,56.41,2700,7527,240316544,32236,3459,46.32,6.35,16.29,8.84,13.47,92.51,72.37,76.73
China,Asia,Upper-Middle,2021,48908,2782,283.65,8.74,85.99,3967,3294,884165869,15254,8293,86.38,10.53,18.4,1.81,3.84,88.9,95.89,66.38
Nigeria,South America,Lower-Middle,2004,18215,6523,395.53,33.9,66.5,4599,8372,191925109,49293,8503,73.27,9.27,31.64,6.78,2.83,38.16,74.03,46.34
China,Europe,High,2003,23735,6401,434.85,12.62,84.29,1896,4351,342715831,16718,1958,31.79,9.42,6.67,4.17,8.11,72.61,88.32,61.86
Indonesia,Europe,Low,2008,26629,1743,61.51,25.51,58.64,320,9841,767127850,44689,3696,23.18,16.72,12.44,9.72,6.09,71.75,78.09,81.63
Pakistan,South America,Upper-Middle,2021,11034,734,184.62,40.22,64.18,2578,626,597806822,54846,7765,35.01,28.94,36.29,1.93,13.16,51.26,93.32,41.38
India,South America,High,2009,35074,2969,323.43,24.94,54.28,1614,249,1191391814,1895,2427,74.51,10.16,10.42,4.15,19.41,42.89,71.99,22.15
Nigeria,Asia,Upper-Middle,2015,43560,7216,27.01,40.47,56.46,3992,6062,968073589,52619,4386,64.22,47.08,31.57,6.43,0.59,43.97,84.09,42.9
Indonesia,Africa,Upper-Middle,2009,17689,3806,348.4,21.89,89.74,378,6464,1099521642,4461,5454,35.7,43.44,17.65,9.78,18.1,42.43,72.85,87.22
South Africa,Europe,Lower-Middle,2009,21031,5504,268.74,49.97,54.91,3556,9124,1358757779,35882,6008,71.93,48.72,28.19,3.11,8.95,86.44,91.99,75.58
South Africa,Asia,Lower-Middle,2018,11467,3333,151.4,22.36,54.31,4851,4897,944611946,48321,1675,29.89,6.91,7.58,4.03,13.45,40.39,98.72,33.1
South Africa,South America,High,2009,16955,4741,409.18,8.32,92.32,1007,1914,1223654676,23754,5468,77.53,43.31,15.03,4.67,17.1,48.51,61.92,20.84
Pakistan,Asia,Upper-Middle,2005,527,6878,152.12,20.69,79.07,506,6175,984085256,18428,9470,75.59,41.17,19.87,2.6,11.68,45.25,73.24,66.84
China,South America,High,2016,9160,7400,495.79,37.39,54.54,973,822,788442558,38493,4436,88.08,45.59,35.0,8.19,2.4,79.9,53.98,60.53
India,North America,High,2004,25839,1206,410.02,42.55,93.73,2014,5009,337264923,12593,6404,30.52,28.76,24.72,1.01,3.24,41.09,56.91,25.81
South Africa,South America,Upper-Middle,2005,40323,3111,356.91,23.55,56.62,1208,7652,717592792,15202,1439,83.46,40.46,6.58,7.08,15.89,31.68,95.53,87.62
Bangladesh,South America,High,2023,10116,7207,40.06,30.13,84.49,2355,1740,250008675,45957,5959,43.88,7.31,33.07,5.39,4.97,56.2,76.64,63.25
Nigeria,South America,Upper-Middle,2014,10940,5969,453.11,42.4,51.57,586,9033,525079329,26856,1537,49.12,8.41,6.91,2.5,11.6,51.36,69.36,65.61
USA,Africa,Upper-Middle,2024,37100,5943,397.13,40.86,78.1,3170,3434,789164417,8486,6551,52.79,10.33,37.7,4.98,8.85,57.84,82.9,79.75
Bangladesh,South America,Upper-Middle,2018,49238,4495,122.22,33.23,74.6,63,6072,883987640,27226,9158,63.88,46.17,12.41,8.32,6.42,82.77,77.45,43.59
India,Europe,Upper-Middle,2017,13607,6486,202.2,40.94,59.36,3442,2217,789338184,54534,760,89.63,7.75,22.08,4.51,15.85,30.87,64.15,59.08
Pakistan,Europe,Low,2003,29146,1342,141.63,29.22,78.94,238,3378,473810830,47928,1936,62.0,9.51,7.53,1.31,14.76,32.64,61.1,60.33
India,Asia,Upper-Middle,2007,47045,9802,492.36,1.23,77.77,788,5481,188262132,13160,2266,84.87,46.87,24.66,0.5,13.1,47.9,78.92,87.71
USA,Africa,Lower-Middle,2015,26751,9225,428.56,3.02,85.93,3840,2237,403992049,54085,1370,37.85,9.83,22.4,7.8,7.77,92.24,59.23,29.2
Nigeria,Asia,Lower-Middle,2023,16454,7952,465.81,49.01,89.41,994,7649,532015873,7534,7956,47.89,44.14,19.36,3.37,4.92,41.84,56.82,73.12
USA,Europe,Lower-Middle,2018,17443,2117,396.5,8.1,72.95,4478,4390,41256025,58900,4495,55.31,40.52,6.25,9.32,10.56,99.79,65.6,60.26
Brazil,Europe,Upper-Middle,2019,41225,2029,233.61,20.82,72.06,478,1830,344723804,42905,4881,42.6,6.81,35.76,6.21,16.43,86.4,92.21,79.18
Nigeria,North America,Lower-Middle,2002,45934,1786,110.66,46.76,77.97,2477,8850,1249891360,14080,7867,88.38,5.98,33.09,4.42,11.73,61.93,51.8,78.24
India,South America,Low,2009,20715,1968,111.96,10.56,82.81,1859,198,1156923041,43428,7034,70.8,29.05,27.16,5.69,19.42,82.35,90.83,20.84
South Africa,Europe,High,2001,10610,750,84.32,42.35,66.03,541,9424,1319212013,17980,8642,53.52,49.87,25.03,4.63,0.8,66.32,80.43,37.95
India,Asia,Upper-Middle,2003,40612,4096,277.86,41.1,72.71,3045,5231,798330943,59725,800,72.59,44.55,29.32,9.07,19.97,69.62,51.98,32.66
India,Asia,Lower-Middle,2005,22055,2123,460.78,49.33,76.33,571,8680,1293551494,1704,5644,52.72,18.95,10.04,4.63,13.98,70.65,79.5,52.32
Nigeria,South America,Low,2010,16962,4711,495.98,14.8,94.48,99,6756,1146961358,43380,7221,21.21,22.38,37.64,1.13,16.74,75.41,70.87,83.37
Brazil,South America,High,2013,14196,444,150.78,16.45,76.45,1416,4622,933171536,24831,7541,58.02,22.46,14.96,6.01,7.03,34.25,91.22,20.35
India,North America,Low,2015,1531,3098,351.68,45.24,60.09,4474,1898,1125888378,56971,1937,63.76,38.04,27.98,6.27,10.41,73.15,94.45,54.17
Bangladesh,Africa,Lower-Middle,2020,24265,3502,302.58,12.47,76.46,3155,1560,1104490463,4083,3735,88.68,20.35,26.24,7.68,16.04,80.19,64.04,81.94
Indonesia,Asia,Low,2018,48358,572,249.58,27.85,86.88,1302,7069,46559918,16756,1468,22.86,11.65,27.28,9.34,15.33,51.75,88.42,84.83
Russia,South America,High,2001,16316,9804,336.23,35.66,88.58,4120,5243,1203770131,44599,2653,55.85,38.62,35.76,4.49,7.01,98.5,65.18,66.01
Russia,Asia,Lower-Middle,2024,18368,8791,191.97,14.32,86.01,3791,5645,62842258,8039,3821,26.87,25.61,15.36,3.59,6.83,40.11,64.49,78.08
India,South America,High,2016,10937,1518,472.8,46.98,89.97,4077,43,152800685,44879,5150,30.43,8.46,31.21,4.96,13.42,93.73,59.44,42.68
Bangladesh,Europe,Low,2008,15953,6280,355.67,33.62,65.06,3515,8497,618575386,56792,9887,62.73,40.55,25.94,9.01,18.71,77.35,83.25,40.02
South Africa,Asia,Upper-Middle,2016,22722,8166,379.56,3.31,72.84,2401,1439,916249722,35306,3537,36.21,31.34,7.66,9.8,9.06,76.5,62.82,23.44
Pakistan,Europe,Upper-Middle,2014,14758,9074,128.79,7.65,85.08,1228,5256,923049565,57831,9055,72.44,27.02,19.5,9.72,7.38,91.32,72.78,55.22
Pakistan,Asia,Upper-Middle,2006,34818,6861,92.61,10.35,61.9,1955,1997,346389007,59576,5960,55.99,35.3,34.33,2.37,17.95,88.22,89.79,51.91
Nigeria,Africa,Upper-Middle,2021,13477,1471,203.23,13.0,66.72,2262,6281,1252759990,22810,6358,35.27,27.74,16.04,5.02,13.82,54.18,88.8,46.03
Russia,North America,High,2022,37950,8037,385.67,36.8,87.4,3901,2892,379778265,8723,4783,54.57,34.18,21.88,2.67,8.07,79.38,91.92,27.93
India,Europe,Upper-Middle,2018,47707,335,470.01,5.36,84.65,1684,9911,724788125,10660,3219,20.06,44.04,22.1,3.74,1.62,33.54,57.89,36.15
Pakistan,South America,High,2002,18713,2795,219.39,18.18,93.7,785,1557,74549313,19858,1073,80.39,32.61,26.63,0.41,14.57,62.48,78.76,34.26
India,Africa,Lower-Middle,2000,37019,7158,389.34,45.66,94.82,4791,472,249171176,31839,9751,20.89,34.68,35.94,1.69,7.38,95.64,94.83,86.08
Nigeria,Asia,Upper-Middle,2003,46182,4514,240.5,28.28,60.83,3577,6717,826007317,12022,1443,20.49,32.62,11.07,4.03,1.88,49.19,52.06,87.65
Russia,Europe,High,2017,10723,1495,154.66,14.01,90.52,2775,5315,271497310,36836,5289,62.81,28.9,22.66,3.71,12.44,33.5,88.93,20.24
USA,Asia,Upper-Middle,2007,48666,5887,372.24,47.9,54.25,234,523,616450942,28001,2396,88.15,12.74,19.85,2.86,6.8,70.81,62.07,31.94
Indonesia,Asia,Upper-Middle,2018,39869,1516,401.12,12.97,81.94,73,5184,179559860,28514,905,79.92,20.11,15.36,2.38,7.1,54.86,82.81,82.21
Indonesia,Asia,Upper-Middle,2022,21343,7217,109.39,45.35,59.9,1797,3576,25815804,57858,9408,37.64,36.19,37.19,7.51,9.84,56.58,85.15,22.68
Pakistan,North America,High,2022,4356,9156,159.53,36.56,63.51,3860,3813,1123491092,44582,2804,33.77,24.15,5.29,3.02,14.49,70.77,95.35,86.04
Indonesia,North America,Low,2024,13161,8529,252.44,37.29,92.58,1385,3948,519651006,8798,1715,63.83,23.28,9.27,7.09,5.89,73.51,74.93,46.6
USA,South America,Upper-Middle,2005,16091,4476,101.4,38.48,61.84,3544,1481,698290531,53445,4088,77.58,39.17,30.67,3.75,2.08,60.61,91.56,57.71
India,Europe,Upper-Middle,2000,6682,5982,465.13,25.82,80.29,3925,8013,826890713,701,3737,45.35,5.25,14.22,8.04,8.78,65.53,52.22,73.47
Nigeria,Africa,Lower-Middle,2007,8470,1228,299.75,40.91,58.02,4462,347,374690446,8456,1166,50.26,35.55,30.31,1.76,1.57,99.53,70.61,37.07
USA,Africa,Low,2000,48422,2601,69.39,41.97,54.2,102,7061,547371029,7885,4592,28.08,27.02,34.13,1.66,14.1,97.0,71.54,27.05
Nigeria,Africa,High,2018,35362,4420,100.17,18.66,65.27,2752,7454,1069532635,6507,783,30.7,21.95,13.91,6.83,19.21,79.51,76.38,76.7
Nigeria,Asia,Lower-Middle,2010,31255,9830,477.63,20.62,78.09,1687,3422,245699440,35062,2971,59.78,20.32,11.72,9.16,13.35,41.3,73.59,88.92
Russia,North America,Upper-Middle,2020,45363,6372,371.7,44.55,61.16,3676,2402,700661759,1908,9948,27.19,12.78,10.09,1.52,5.87,55.2,97.43,66.11
India,Europe,Lower-Middle,2023,19916,4912,369.86,26.71,63.51,3874,986,503885566,1416,3548,34.14,20.04,12.0,0.83,4.04,91.82,53.85,77.77
Bangladesh,Asia,Lower-Middle,2024,14172,9229,45.52,43.48,81.89,2491,4988,345984807,54083,9366,36.43,22.61,14.35,9.35,5.04,59.65,62.99,85.89
Indonesia,North America,Upper-Middle,2014,18432,5905,448.7,31.71,54.63,4946,4078,254015613,8278,4767,51.07,24.69,35.41,1.26,4.82,96.88,97.46,36.0
Bangladesh,North America,Low,2022,47496,1253,227.43,30.08,70.11,1411,9905,1079880809,43144,4904,23.19,35.25,31.95,2.58,6.62,64.18,71.82,44.53
Russia,Europe,Low,2024,9059,7399,333.26,2.52,92.38,1616,881,1291511383,47708,1908,54.98,25.41,5.06,9.3,2.4,90.32,77.99,35.33
Nigeria,Europe,Lower-Middle,2010,564,6436,480.25,14.62,67.86,3966,3419,122906850,6846,5523,85.01,40.83,35.59,8.05,17.97,32.48,53.97,24.32
Pakistan,Europe,Upper-Middle,2018,3799,1169,59.01,25.6,69.54,3419,2599,66693878,49137,2563,21.71,33.79,7.76,3.49,17.76,60.39,63.92,71.26
Indonesia,Asia,High,2020,5349,8438,246.32,29.78,83.22,3081,1559,1134471564,36434,5010,64.17,13.53,27.93,9.55,12.5,79.02,51.94,30.2
Indonesia,South America,Lower-Middle,2009,6139,4025,34.31,31.89,85.06,907,4471,912764062,40612,3565,78.51,17.47,10.3,5.72,1.71,90.45,56.74,26.49
India,Europe,High,2023,11555,8767,254.78,36.09,84.63,2941,2631,1346560506,16948,2366,41.87,8.57,7.18,0.82,16.18,72.67,81.03,45.03
Brazil,South America,Lower-Middle,2011,22558,9652,133.61,33.16,94.9,4597,2539,554402450,54300,2064,29.21,47.56,31.59,7.06,1.7,42.13,87.42,24.24
China,Asia,Lower-Middle,2000,29927,1342,456.42,42.58,53.22,3723,7172,390169244,53971,2217,23.03,44.89,21.35,5.42,2.58,92.01,92.63,32.57
China,South America,Upper-Middle,2023,17480,9436,205.26,15.48,94.2,3141,8361,1050066773,36918,3078,65.07,8.82,25.97,5.77,6.84,70.24,62.32,24.9
China,Africa,Upper-Middle,2006,11366,3705,320.6,32.44,92.76,1542,6409,683883644,15215,9385,58.66,30.83,19.89,9.94,8.91,37.56,66.31,81.41
Brazil,South America,High,2016,4389,4836,431.54,3.51,88.35,1987,2591,333909544,39666,4281,36.05,48.22,7.35,1.61,7.4,62.47,77.9,74.58
India,Europe,High,2009,48726,2267,492.01,24.53,70.44,1808,6575,1272678395,35283,3198,78.21,38.62,30.89,6.6,3.72,78.93,54.1,80.17
Brazil,Asia,Low,2005,31835,6640,256.87,14.13,89.19,1361,7115,931345733,26397,7571,71.49,27.13,33.71,4.64,2.69,61.57,89.53,80.78
China,Europe,Upper-Middle,2016,26662,1067,233.32,19.66,59.94,1848,6966,1252297930,49208,9177,39.35,15.85,6.45,2.79,17.26,90.96,73.68,86.12
Russia,Africa,Lower-Middle,2017,24413,5226,47.11,18.38,85.62,2570,2944,776681870,37292,50,72.74,17.56,18.15,6.97,7.58,59.66,97.31,33.07
USA,Europe,Lower-Middle,2004,25187,3640,16.24,3.96,58.34,3001,2321,275989286,23198,8318,37.15,38.13,24.51,6.72,4.76,70.84,55.75,83.0
Nigeria,Europe,Low,2017,33720,8289,308.31,23.87,86.69,1673,2805,1201593773,42072,7661,67.27,40.13,26.18,8.58,10.0,44.78,56.53,56.75
Brazil,Europe,Upper-Middle,2016,11495,9069,42.08,49.74,77.65,2407,4338,1334946094,9343,2678,28.3,28.79,25.24,8.8,1.22,65.89,67.08,31.64
India,North America,Lower-Middle,2021,3131,6226,196.39,15.65,54.41,3213,6833,245526098,46273,6184,68.46,10.44,29.25,5.66,12.21,45.6,60.13,65.9
India,Africa,Low,2015,35454,6697,11.77,37.07,90.29,4651,4338,280698097,32051,623,36.71,47.02,38.84,3.32,5.35,45.76,84.13,42.89
Bangladesh,Europe,Low,2007,6467,4772,311.46,27.84,76.01,608,3598,200149776,34655,1598,60.07,43.01,18.67,5.34,12.16,49.59,96.39,23.25
USA,Europe,Lower-Middle,2023,23258,6065,218.45,16.94,79.53,2054,3126,1159303618,27942,8427,32.07,11.32,24.48,3.66,12.48,33.09,54.41,25.51
Pakistan,Europe,Lower-Middle,2012,22242,5172,72.24,5.39,62.76,268,4663,424805311,27196,6095,70.82,7.55,29.47,2.85,16.28,41.43,61.87,49.66
Indonesia,Asia,High,2023,37616,7733,155.22,11.58,89.22,4581,3757,309292699,22063,3542,24.26,29.11,25.73,5.56,4.98,59.71,61.66,77.85
China,North America,Upper-Middle,2015,27080,2139,289.13,39.31,74.53,1915,6834,1200470110,23482,8275,31.58,17.79,18.54,6.61,9.54,39.17,74.94,41.77
Pakistan,Asia,High,2010,34727,2106,331.79,14.67,68.95,3029,1469,470385976,23363,7889,32.89,17.75,26.84,5.95,19.26,39.34,72.15,73.63
Bangladesh,North America,Low,2005,2442,9060,236.54,8.07,74.04,397,4440,520640187,5263,9862,22.89,8.92,27.75,9.55,14.68,97.76,85.62,23.9
China,Europe,Lower-Middle,2002,48164,3730,403.94,17.23,81.65,3879,2461,1103401392,28271,5739,72.15,47.9,25.47,3.06,19.52,59.9,85.9,47.56
USA,Africa,High,2000,28569,4935,65.1,29.62,81.28,1871,7341,497550830,32698,1946,88.67,42.36,12.18,3.79,18.58,58.26,78.06,28.92
Bangladesh,South America,Low,2017,22306,3164,51.43,35.47,66.09,3642,4100,1026459472,20993,2505,74.49,10.12,22.71,6.71,12.41,48.74,78.96,80.45
China,South America,Upper-Middle,2004,14907,7433,31.68,19.98,67.34,807,8973,495676322,6035,5466,80.24,44.45,35.95,6.04,5.65,65.87,91.27,87.76
USA,Europe,Lower-Middle,2012,48890,1679,272.56,25.41,75.3,2513,5051,964856483,33019,5433,20.42,35.73,35.4,0.12,15.26,71.72,69.45,42.79
South Africa,Asia,High,2009,15057,1593,356.05,23.29,91.6,4030,1121,977345818,12520,1455,28.25,19.64,31.28,3.19,14.11,59.27,50.6,89.22
Pakistan,Africa,Upper-Middle,2004,16945,7562,73.96,1.44,83.54,1935,9796,1260038311,30245,4588,59.13,44.21,29.4,2.61,11.98,57.57,60.44,72.66
Pakistan,North America,High,2013,18378,5819,323.08,20.38,67.57,3964,9483,1007256736,31406,1236,88.45,31.91,10.36,8.42,14.11,79.03,51.73,20.09
Indonesia,Europe,Low,2016,18064,1954,243.7,29.78,65.17,1637,3595,1292548475,36396,2189,66.25,43.19,21.08,8.68,12.46,96.48,69.28,53.97
USA,Africa,Upper-Middle,2000,13593,1486,493.8,28.93,73.56,4322,7611,1090415370,21750,2728,46.19,26.12,8.88,2.91,10.63,91.45,67.53,78.39
